Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
753,31451,1.23,-0.2,10.68,-0.1,0,-0.01,33.2,0,0,0,0,0,0,0,0,0.952455534,0.100498756,0,0,0,0,0,
754,31655,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0,5E-05,0,0,0,0,0,0.000190652,0.952646186,0.100498756,0,0,0,0,0,
755,31859,1.23,-0.2,10.69,-0.1,0,-0.01,33.2,0,5E-05,5E-05,0,0,0,0,0.009742025,0.962388211,0.100498756,0,0,0,0,0,
756,32063,1.23,-0.2,10.68,-0.1,0,-0.01,33.21,0,0,5E-05,0,0,0,0,0.009932677,0.952455534,0.100498756,0,0,0,0,0,
757,32267,1.23,-0.2,10.68,-0.1,0,-0.01,33.21,0,0,0,0,0,0,0,0,0.952455534,0.100498756,0,0,0,0,0,
758,32471,1.24,-0.2,10.67,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.008782977,0.943672556,0.100498756,0,0,0,0,0,
759,32675,1.23,-0.2,10.68,-0.1,0,-0.01,33.21,0.00005,0,5E-05,0,0,0,0,0.008782977,0.952455534,0.100498756,0,0,0,0,0,
760,32879,1.24,-0.2,10.68,-0.1,0,-0.01,33.21,0.00005,0,0,0,0,0,0,0.001148514,0.953604047,0.100498756,0,0,0,0,0,
761,33083,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,0,0,0,0,0,0,0.001148514,0.952455534,0.100498756,0,0,0,0,0,
762,33287,1.23,-0.2,10.67,-0.1,0,-0.01,33.2,0,0,5E-05,0,0,0,0,0.009932552,0.942522981,0.100498756,0,0,0,0,0,
763,33491,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0,5E-05,5E-05,0,0,0,0,0.010123205,0.952646186,0.100498756,0,0,0,0,0,
764,33695,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0,0,0,0,0,0,0,0,0.952646186,0.100498756,0,0,0,0,0,
765,33899,1.24,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.000957861,0.953604047,0.100498756,0,0,0,0,0,
766,35735,1.24,-0.21,10.68,-0.1,0,-0.01,33.18,0,5E-05,0,0,0,0,0,0.000190632,0.953794679,0.100498756,0,0,0,0,0,
767,35939,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.001339146,0.952455534,0.100498756,0,0,0,0,0,
768,36143,1.24,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,0,0,0,0,0,0,0.001148514,0.953604047,0.100498756,0,0,0,0,0,
769,36347,1.23,-0.21,10.68,-0.1,0,-0.01,33.2,0.00005,5E-05,0,0,0,0,0,0.000957861,0.952646186,0.100498756,0,0,0,0,0,
770,36551,1.24,-0.21,10.68,-0.1,0,-0.01,33.19,0.00005,0,0,0,0,0,0,0.001148493,0.953794679,0.100498756,0,0,0,0,0,
771,36755,1.24,-0.21,10.68,-0.1,0,-0.01,33.2,0,0,0,0,0,0,0,0,0.953794679,0.100498756,0,0,0,0,0,
772,36959,1.24,-0.21,10.69,-0.1,0,-0.01,33.2,0,0,5E-05,0,0,0,0,0.009931442,0.963726121,0.100498756,0,0,0,0,0,
773,37163,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0,0,0,0,0,0,0,0,0.963726121,0.100498756,0,0,0,0,0,
774,37367,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,5E-05,0,0,0,0,0.011270587,0.952455534,0.100498756,0,0,0,0,0,
775,37571,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0.00005,5E-05,5E-05,0,0,0,0,0.011270587,0.963726121,0.100498756,0,0,0,0,0,
776,37775,1.24,-0.2,10.69,-0.1,0,-0.01,33.2,0,5E-05,0,0,0,0,0,0.000190456,0.963535664,0.100498756,0,0,0,0,0,
777,37979,1.22,-0.2,10.69,-0.1,0,-0.01,33.2,0.0001,0,0,0,0,0,0,0.002285737,0.961249927,0.100498756,0,0,0,0,0,
778,38183,1.23,-0.2,10.67,-0.1,0,-0.01,33.2,0.00005,0,1E-04,0,0,0,0,0.018726946,0.942522981,0.100498756,0,0,0,0,0,
779,38387,1.23,-0.21,10.67,-0.1,0,-0.01,33.21,0,5E-05,0,0,0,0,0,0.000190829,0.94271381,0.100498756,0,0,0,0,0,
780,38591,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,5E-05,5E-05,0,0,0,0,0.009741724,0.952455534,0.100498756,0,0,0,0,0,
781,38795,1.24,-0.2,10.67,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.008782977,0.943672556,0.100498756,0,0,0,0,0,
782,38999,1.23,-0.2,10.7,-0.1,0,-0.01,33.19,0.00005,0,0.00015,0,0,0,0,0.028648456,0.972321013,0.100498756,0,0,0,0,0,
783,39203,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,0,1E-04,0,0,0,0,0.019865479,0.952455534,0.100498756,0,0,0,0,0,
784,39407,1.24,-0.2,10.67,-0.1,0,-0.01,33.21,0.00005,0,5E-05,0,0,0,0,0.008782977,0.943672556,0.100498756,0,0,0,0,0,
785,39611,1.24,-0.19,10.68,-0.1,0,-0.01,33.2,0,0.00005,5E-05,0,0,0,0,0.009750154,0.953422711,0.100498756,0,0,0,0,0,
786,39815,1.23,-0.2,10.67,-0.1,0,-0.01,33.19,0.00005,0.00005,5E-05,0,0,0,0,0.01089973,0.942522981,0.100498756,0,0,0,0,0,
787,40019,1.23,-0.2,10.68,-0.1,0,-0.01,33.2,0,0,5E-05,0,0,0,0,0.009932552,0.952455534,0.100498756,0,0,0,0,0,
788,40223,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,0,0,0,0,0,0,0,0.952455534,0.100498756,0,0,0,0,0,
789,40427,1.24,-0.19,10.68,-0.1,0,-0.01,33.18,0.00005,0.00005,0,0,0,0,0,0.000967177,0.953422711,0.100498756,0,0,0,0,0,
790,40631,1.23,-0.2,10.68,-0.1,0,-0.01,33.2,0.00005,0.00005,0,0,0,0,0,0.000967177,0.952455534,0.100498756,0,0,0,0,0,
791,40835,1.23,-0.2,10.69,-0.1,0,-0.01,33.19,0,0,5E-05,0,0,0,0,0.009932677,0.962388211,0.100498756,0,0,0,0,0,
792,41039,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.00133791,0.963726121,0.100498756,0,0,0,0,0,
793,41243,1.24,-0.2,10.67,-0.1,0,-0.01,33.19,0,5E-05,1E-04,0,0,0,0,0.020053564,0.943672556,0.100498756,0,0,0,0,0,
794,41447,1.24,-0.2,10.69,-0.1,0,-0.01,33.2,0,0,1E-04,0,0,0,0,0.019863108,0.963535664,0.100498756,0,0,0,0,0,
795,41651,1.23,-0.19,10.66,-0.1,0,-0.01,33.19,0.00005,0.00005,0.00015,0,0,0,0,0.031126802,0.932408863,0.100498756,0,0,0,0,0,
796,41855,1.23,-0.21,10.68,-0.1,0,-0.01,33.2,0,0.0001,1E-04,0,0,0,0,0.020237323,0.952646186,0.100498756,0,0,0,0,0,
797,42059,1.23,-0.2,10.69,-0.1,0,-0.01,33.2,0,5E-05,5E-05,0,0,0,0,0.009742025,0.962388211,0.100498756,0,0,0,0,0,
798,42263,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,0,5E-05,0,0,0,0,0.009932677,0.952455534,0.100498756,0,0,0,0,0,
799,42467,1.23,-0.2,10.69,-0.1,0,-0.01,33.18,0,0,5E-05,0,0,0,0,0.009932677,0.962388211,0.100498756,0,0,0,0,0,
800,42671,1.24,-0.2,10.69,-0.1,0,-0.01,33.19,0.00005,0,0,0,0,0,0,0.001147454,0.963535664,0.100498756,0,0,0,0,0,
801,42875,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,5E-05,0,0,0,0,0.010889479,0.952646186,0.100498756,0,0,0,0,0,
802,43079,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,5E-05,0,0,0,0,0,0.000190652,0.952455534,0.100498756,0,0,0,0,0,
803,43283,1.23,-0.21,10.68,-0.1,0,-0.01,33.17,0,5E-05,0,0,0,0,0,0.000190652,0.952646186,0.100498756,0,0,0,0,0,
804,43487,1.23,-0.2,10.67,-0.1,0,-0.01,33.19,0,5E-05,5E-05,0,0,0,0,0.010123205,0.942522981,0.100498756,0,0,0,0,0,
805,43691,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0.00005,5E-05,1E-04,0,0,0,0,0.02120314,0.963726121,0.100498756,0,0,0,0,0,
806,43895,1.23,-0.19,10.68,-0.1,0,-0.01,33.19,0.00005,0.0001,5E-05,0,0,0,0,0.011451943,0.952274178,0.100498756,0,0,0,0,0,
807,44099,1.24,-0.2,10.7,-0.1,0,-0.01,33.19,0.00005,0.00005,1E-04,0,0,0,0,0.02119323,0.973467408,0.100498756,0,0,0,0,0,
808,44303,1.24,-0.2,10.68,-0.1,0,-0.01,33.19,0,0,1E-04,0,0,0,0,0.019863361,0.953604047,0.100498756,0,0,0,0,0,
809,44507,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.000957861,0.952646186,0.100498756,0,0,0,0,0,
810,44711,1.23,-0.2,10.69,-0.1,0,-0.01,33.18,0,5E-05,5E-05,0,0,0,0,0.009742025,0.962388211,0.100498756,0,0,0,0,0,
811,44915,1.24,-0.19,10.68,-0.1,0,-0.01,33.19,0.00005,0.00005,5E-05,0,0,0,0,0.0089655,0.953422711,0.100498756,0,0,0,0,0,
812,45119,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,0.00005,0,0,0,0,0,0.000967177,0.952455534,0.100498756,0,0,0,0,0,
813,45323,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0,0,0,0,0,0,0,0,0.952455534,0.100498756,0,0,0,0,0,
814,45527,1.24,-0.21,10.69,-0.1,0,-0.01,33.17,0.00005,5E-05,5E-05,0,0,0,0,0.011270587,0.963726121,0.100498756,0,0,0,0,0,
815,45731,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0,5E-05,0,0,0,0,0,0.000190456,0.963535664,0.100498756,0,0,0,0,0,
816,45935,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,5E-05,0,0,0,0,0.010889479,0.952646186,0.100498756,0,0,0,0,0,
817,46139,1.23,-0.19,10.69,-0.1,0,-0.01,33.18,0,0.0001,5E-05,0,0,0,0,0.009560837,0.962207023,0.100498756,0,0,0,0,0,
818,46343,1.24,-0.2,10.66,-0.1,0,-0.01,33.18,0.00005,0.00005,0.00015,0,0,0,0,0.02846583,0.933741193,0.100498756,0,0,0,0,0,
819,46547,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0,0,0.00015,0,0,0,0,0.029794471,0.963535664,0.100498756,0,0,0,0,0,
820,46751,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0,0,5E-05,0,0,0,0,0.009931617,0.953604047,0.100498756,0,0,0,0,0,
821,46955,1.24,-0.19,10.68,-0.1,0,-0.01,33.18,0,0.00005,0,0,0,0,0,0.000181336,0.953422711,0.100498756,0,0,0,0,0,
822,47159,1.23,-0.21,10.67,-0.1,0,-0.01,33.18,0.00005,0.0001,5E-05,0,0,0,0,0.010708901,0.94271381,0.100498756,0,0,0,0,0,
823,47363,1.23,-0.19,10.68,-0.1,0,-0.01,33.18,0,0.0001,5E-05,0,0,0,0,0.009560368,0.952274178,0.100498756,0,0,0,0,0,
824,47567,1.24,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,0.00005,0,0,0,0,0,0.001329869,0.953604047,0.100498756,0,0,0,0,0,
825,47771,1.23,-0.2,10.69,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.008784164,0.962388211,0.100498756,0,0,0,0,0,
826,47975,1.24,-0.19,10.68,-0.1,0,-0.01,33.19,0.00005,0.00005,5E-05,0,0,0,0,0.0089655,0.953422711,0.100498756,0,0,0,0,0,
827,48179,1.24,-0.2,10.67,-0.1,0,-0.01,33.18,0,0.00005,5E-05,0,0,0,0,0.009750154,0.943672556,0.100498756,0,0,0,0,0,
828,48383,1.23,-0.2,10.68,-0.1,0,-0.01,33.17,0.00005,0,5E-05,0,0,0,0,0.008782977,0.952455534,0.100498756,0,0,0,0,0,
829,48587,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,0,0,0,0,0,0.001148514,0.953604047,0.100498756,0,0,0,0,0,
830,48791,1.23,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,0,5E-05,0,0,0,0,0.008784164,0.962388211,0.100498756,0,0,0,0,0,
831,48995,1.23,-0.21,10.67,-0.1,0,-0.01,33.18,0,5E-05,1E-04,0,0,0,0,0.019674401,0.94271381,0.100498756,0,0,0,0,0,
832,49199,1.24,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,5E-05,1E-04,0,0,0,0,0.020821855,0.963535664,0.100498756,0,0,0,0,0,
833,49403,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0,5E-05,0,0,0,0,0,0.000190456,0.963726121,0.100498756,0,0,0,0,0,
834,49607,1.23,-0.19,10.68,-0.1,0,-0.01,33.19,0.00005,0.0001,5E-05,0,0,0,0,0.011451943,0.952274178,0.100498756,0,0,0,0,0,
835,49811,1.24,-0.2,10.68,-0.1,0,-0.01,33.17,0.00005,0.00005,0,0,0,0,0,0.001329869,0.953604047,0.100498756,0,0,0,0,0,
836,50015,1.23,-0.21,10.68,-0.1,0,-0.01,33.17,0.00005,5E-05,0,0,0,0,0,0.000957861,0.952646186,0.100498756,0,0,0,0,0,
837,50219,1.24,-0.21,10.69,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011079935,0.963726121,0.100498756,0,0,0,0,0,
838,50423,1.24,-0.2,10.67,-0.1,0,-0.01,33.18,0,5E-05,1E-04,0,0,0,0,0.020053564,0.943672556,0.100498756,0,0,0,0,0,
839,50627,1.23,-0.2,10.67,-0.1,0,-0.01,33.17,0.00005,0,0,0,0,0,0,0.001149575,0.942522981,0.100498756,0,0,0,0,0,
840,50831,1.23,-0.19,10.69,-0.1,0,-0.01,33.18,0,0.00005,1E-04,0,0,0,0,0.019684042,0.962207023,0.100498756,0,0,0,0,0,
841,51035,1.24,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,0.00005,0,0,0,0,0,0.001328642,0.963535664,0.100498756,0,0,0,0,0,
842,51239,1.23,-0.2,10.69,-0.1,0,-0.01,33.18,0.00005,0,0,0,0,0,0,0.001147454,0.962388211,0.100498756,0,0,0,0,0,
843,51443,1.24,-0.2,10.68,-0.1,0,-0.01,33.17,0.00005,0,5E-05,0,0,0,0,0.008784164,0.953604047,0.100498756,0,0,0,0,0,
844,51647,1.24,-0.2,10.69,-0.1,0,-0.01,33.17,0,0,5E-05,0,0,0,0,0.009931617,0.963535664,0.100498756,0,0,0,0,0,
845,51851,1.23,-0.21,10.68,-0.1,0,-0.01,33.17,0.00005,5E-05,5E-05,0,0,0,0,0.010889479,0.952646186,0.100498756,0,0,0,0,0,
846,52055,1.24,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,5E-05,5E-05,0,0,0,0,0.010889479,0.963535664,0.100498756,0,0,0,0,0,
847,52259,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0,0,0,0,0,0,0,0,0.963535664,0.100498756,0,0,0,0,0,
848,52463,1.23,-0.2,10.68,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.011080131,0.952455534,0.100498756,0,0,0,0,0,
849,52667,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,0,0,0,0,0,0.001148514,0.953604047,0.100498756,0,0,0,0,0,
850,52871,1.24,-0.21,10.68,-0.1,0,-0.01,33.18,0,5E-05,0,0,0,0,0,0.000190632,0.953794679,0.100498756,0,0,0,0,0,
851,53075,1.23,-0.2,10.67,-0.1,0,-0.01,33.18,0.00005,5E-05,5E-05,0,0,0,0,0.011271698,0.942522981,0.100498756,0,0,0,0,0,
852,53279,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0.00005,0,1E-04,0,0,0,0,0.021012683,0.963535664,0.100498756,0,0,0,0,0,
853,53483,1.24,-0.2,10.67,-0.1,0,-0.01,33.17,0,0,1E-04,0,0,0,0,0.019863108,0.943672556,0.100498756,0,0,0,0,0,
854,53687,1.23,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,0,1E-04,0,0,0,0,0.018715654,0.962388211,0.100498756,0,0,0,0,0,
855,53891,1.24,-0.2,10.69,-0.1,0,-0.01,33.17,0.00005,0,0,0,0,0,0,0.001147454,0.963535664,0.100498756,0,0,0,0,0,
856,54095,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011080131,0.952455534,0.100498756,0,0,0,0,0,
857,54299,1.24,-0.2,10.67,-0.1,0,-0.01,33.17,0.00005,0,5E-05,0,0,0,0,0.008782977,0.943672556,0.100498756,0,0,0,0,0,
858,54503,1.23,-0.19,10.68,-0.1,0,-0.01,33.17,0.00005,0.00005,5E-05,0,0,0,0,0.008601622,0.952274178,0.100498756,0,0,0,0,0,
859,54707,1.23,-0.19,10.68,-0.1,0,-0.01,33.17,0,0,0,0,0,0,0,0,0.952274178,0.100498756,0,0,0,0,0,
860,54911,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0,0.00005,0,0,0,0,0,0.000181355,0.952455534,0.100498756,0,0,0,0,0,
861,55115,1.24,-0.2,10.67,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.008782977,0.943672556,0.100498756,0,0,0,0,0,
862,55319,1.23,-0.21,10.69,-0.1,0,-0.01,33.18,0.00005,5E-05,1E-04,0,0,0,0,0.018906131,0.962578687,0.100498756,0,0,0,0,0,
863,55523,1.23,-0.21,10.69,-0.1,0,-0.01,33.18,0,0,0,0,0,0,0,0,0.962578687,0.100498756,0,0,0,0,0,
864,55727,1.23,-0.2,10.68,-0.1,0,-0.01,33.17,0,5E-05,5E-05,0,0,0,0,0.010123154,0.952455534,0.100498756,0,0,0,0,0,
865,55931,1.24,-0.21,10.69,-0.1,0,-0.01,33.17,0.00005,5E-05,5E-05,0,0,0,0,0.011270587,0.963726121,0.100498756,0,0,0,0,0,
866,56135,1.23,-0.2,10.69,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.00133791,0.962388211,0.100498756,0,0,0,0,0,
867,56339,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0,0,5E-05,0,0,0,0,0.009932677,0.952455534,0.100498756,0,0,0,0,0,
868,56543,1.24,-0.2,10.69,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.011080131,0.963535664,0.100498756,0,0,0,0,0,
869,56747,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011080131,0.952455534,0.100498756,0,0,0,0,0,
870,56951,1.24,-0.21,10.68,-0.1,0,-0.01,33.19,0.00005,5E-05,0,0,0,0,0,0.001339146,0.953794679,0.100498756,0,0,0,0,0,
871,57155,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,5E-05,0,0,0,0,0,0.001339146,0.952455534,0.100498756,0,0,0,0,0,
872,57359,1.23,-0.21,10.67,-0.1,0,-0.01,33.18,0,5E-05,5E-05,0,0,0,0,0.009741724,0.94271381,0.100498756,0,0,0,0,0,
873,57563,1.24,-0.19,10.69,-0.1,0,-0.01,33.18,0.00005,0.0001,1E-04,0,0,0,0,0.020640686,0.963354496,0.100498756,0,0,0,0,0,
874,57767,1.24,-0.21,10.66,-0.1,0,-0.01,33.19,0,0.0001,0.00015,0,0,0,0,0.029422318,0.933932178,0.100498756,0,0,0,0,0,
875,57971,1.23,-0.2,10.67,-0.1,0,-0.01,33.18,0.00005,5E-05,5E-05,0,0,0,0,0.008590803,0.942522981,0.100498756,0,0,0,0,0,
876,58175,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011081066,0.953604047,0.100498756,0,0,0,0,0,
877,58379,1.24,-0.19,10.69,-0.1,0,-0.01,33.18,0,0.00005,5E-05,0,0,0,0,0.009750449,0.963354496,0.100498756,0,0,0,0,0,
878,58583,1.24,-0.2,10.69,-0.1,0,-0.01,33.19,0,0.00005,0,0,0,0,0,0.000181169,0.963535664,0.100498756,0,0,0,0,0,
879,58787,1.23,-0.19,10.69,-0.1,0,-0.01,33.18,0.00005,0.00005,0,0,0,0,0,0.001328642,0.962207023,0.100498756,0,0,0,0,0,
880,58991,1.24,-0.2,10.67,-0.1,0,-0.01,33.18,0.00005,0.00005,1E-04,0,0,0,0,0.018534466,0.943672556,0.100498756,0,0,0,0,0,
881,59195,1.23,-0.19,10.69,-0.1,0,-0.01,33.18,0.00005,0.00005,1E-04,0,0,0,0,0.018534466,0.962207023,0.100498756,0,0,0,0,0,
882,59399,1.23,-0.21,10.68,-0.1,0,-0.01,33.19,0,0.0001,5E-05,0,0,0,0,0.009560837,0.952646186,0.100498756,0,0,0,0,0,
883,59603,1.24,-0.19,10.69,-0.1,0,-0.01,33.17,0.00005,0.0001,5E-05,0,0,0,0,0.01070831,0.963354496,0.100498756,0,0,0,0,0,
884,59807,1.23,-0.19,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011080318,0.952274178,0.100498756,0,0,0,0,0,
885,60011,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0.00005,0,0,0,0,0,0.001329869,0.953604047,0.100498756,0,0,0,0,0,
886,60215,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0,0,5E-05,0,0,0,0,0.009931617,0.963535664,0.100498756,0,0,0,0,0,
887,60419,1.23,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.011080131,0.952455534,0.100498756,0,0,0,0,0,
888,60623,1.23,-0.2,10.67,-0.1,0,-0.01,33.19,0,0,5E-05,0,0,0,0,0.009932552,0.942522981,0.100498756,0,0,0,0,0,
889,60827,1.24,-0.19,10.69,-0.1,0,-0.01,33.19,0.00005,0.00005,1E-04,0,0,0,0,0.020831515,0.963354496,0.100498756,0,0,0,0,0,
890,61031,1.23,-0.17,10.7,-0.1,0,-0.01,33.19,0.00005,0.0001,5E-05,0,0,0,0,0.008451295,0.971805791,0.100498756,0,0,0,0,0,
891,61235,1.24,-0.19,10.68,-0.1,0,-0.01,33.19,0.00005,0.0001,1E-04,0,0,0,0,0.01838308,0.953422711,0.100498756,0,0,0,0,0,
892,61439,1.23,-0.2,10.69,-0.1,0,-0.01,33.18,0.00005,0.00005,5E-05,0,0,0,0,0.0089655,0.962388211,0.100498756,0,0,0,0,0,
893,61643,1.24,-0.2,10.68,-0.1,0,-0.01,33.18,0.00005,0,5E-05,0,0,0,0,0.008784164,0.953604047,0.100498756,0,0,0,0,0,
894,61847,1.23,-0.19,10.7,-0.1,0,-0.01,33.19,0.00005,0.00005,1E-04,0,0,0,0,0.018535945,0.972139992,0.100498756,0,0,0,0,0,
895,62051,1.23,-0.19,10.69,-0.1,0,-0.01,33.18,0,0,5E-05,0,0,0,0,0.009932969,0.962207023,0.100498756,0,0,0,0,0,
896,62255,1.24,-0.2,10.69,-0.1,0,-0.01,33.18,0.00005,0.00005,0,0,0,0,0,0.001328642,0.963535664,0.100498756,0,0,0,0,0,
897,62459,1.24,-0.2,10.69,-0.1,0,-0.01,33.19,0,0,0,0,0,0,0,0,0.963535664,0.100498756,0,0,0,0,0,
898,62663,1.24,-0.21,10.69,-0.1,0,-0.01,33.19,0,5E-05,0,0,0,0,0,0.000190456,0.963726121,0.100498756,0,0,0,0,0,
899,62867,1.23,-0.2,10.68,-0.1,0,-0.01,33.2,0.00005,5E-05,5E-05,0,0,0,0,0.011270587,0.952455534,0.100498756,0,0,0,0,0,
900,63071,1.24,-0.2,10.69,-0.1,0,-0.01,33.19,0.00005,0,5E-05,0,0,0,0,0.011080131,0.963535664,0.100498756,0,0,0,0,0,
901,443,1.74,-0.45,10.67,-0.11,-0.21,-0.04,33.14,0.0025,0.00125,1E-04,0.00005,0.00105,0.00015,0.139917549,0.056769322,1.020304986,0.240416306,1,1,0,0,0,
902,647,3.32,1.7,11.54,2.46,-1.52,0.75,33.15,0.0079,0.01075,0.00435,0.01285,0.00655,0.00395,2.74697386,1.307514273,2.32781926,2.987390165,1,1,0,0,0,
903,851,4.3,4.86,7.69,2.26,0.63,-1.34,33.17,0.0049,0.0158,0.01925,0.001,0.01075,0.01045,0.285520442,2.065727032,0.262092228,2.701869723,1,1,0,0,0,
904,1055,2.13,8.5,4.13,1.95,0.24,-0.68,33.17,0.01085,0.0182,0.0178,0.00155,0.00195,0.0033,0.622807434,0.374791262,-0.112699034,2.079062289,1,1,0,0,0,
905,1259,0.03,8.87,1.1,1.76,0.33,-0.46,33.17,0.0105,0.00185,0.01515,0.00095,0.00045,0.0011,0.23025186,0.749303427,-0.862002461,1.848810428,1,1,0,0,0,
906,1463,-0.64,9.59,-0.56,-1.13,0.12,-0.64,33.19,0.00335,0.0036,0.0083,0.01445,0.00105,0.0009,0.544624859,0.689634569,-0.172367892,1.30418557,1,1,0,0,0,
907,1667,3.25,8.14,2.19,0.2,0.35,0.71,33.18,0.01945,0.00725,0.01375,0.00665,0.00115,0.00675,0.487729815,0.593352944,-0.765720837,0.816455755,1,1,0,0,0,
908,1871,1.54,9.13,0.31,-0.31,0,0.17,33.19,0.00855,0.00495,0.0094,0.00255,0.00175,0.0027,0.462902364,0.229877571,-0.535843266,0.353553391,1,1,0,0,0,
909,2075,0.46,9.78,1.13,-0.05,-0.01,-0.1,33.21,0.0054,0.00325,0.0041,0.0013,0.00005,0.00135,0.241303669,0.591648661,0.055805396,0.112249722,1,1,0,0,0,
910,3707,0.38,9.83,0.77,-0.15,0,-0.02,33.22,0.0004,0.00025,0.0018,0.0005,0.00005,0.0004,0.039077738,0.011625881,0.067431277,0.15132746,1,1,0,0,0,
911,3911,0.12,9.83,1.01,0.15,0.01,0.01,33.22,0.0013,0,0.0012,0.0015,0.00005,0.00015,0.000662268,0.015048169,0.082479446,0.150665192,1,1,0,0,0,
912,4115,0.45,9.77,0.66,0.33,0.01,-0.02,33.24,0.00165,0.0003,0.00175,0.0009,0,0.00015,0.180091516,0.079877751,0.002601695,0.330756708,1,1,0,0,0,
913,4319,0.13,9.77,-0.93,-0.03,-0.01,-0.06,33.23,0.0016,0,0.00795,0.0018,0.0001,0.0002,0.262933408,0.012422502,0.015024198,0.0678233,1,1,0,0,0,
914,4523,0.07,9.84,-0.58,-0.52,-0.02,-0.07,33.22,0.0003,0.00035,0.00175,0.00245,0.00005,0.00005,0.457248124,0.042303026,0.057327224,0.525071424,1,1,0,0,0,
915,4727,-0.48,10.15,2.75,-0.62,-0.01,0.56,33.22,0.00275,0.00155,0.01665,0.0005,0.00005,0.00315,0.310452364,0.669562155,0.726889379,0.835523788,1,1,0,0,0,
916,4931,0.78,9.4,2.21,-0.17,0.03,-0.31,33.21,0.0063,0.00375,0.0027,0.00225,0.0002,0.00435,0.480699888,0.839139382,-0.112250003,0.3548239,1,1,0,0,0,
