Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
1302,21047,1.97,-0.45,10.57,-0.1,0.01,-0.01,33.29,0.00005,0.00035,0.0002,0.00005,0,0.00005,0.008258864,0.034781182,0.961426485,0.100995049,1,0,1,1,1,
1303,21251,2.07,-0.46,10.6,-0.12,-0.04,0.03,33.29,0.0005,0.00005,0.00015,0.0001,0.00025,0.0002,0.029004951,0.048592016,1.010018501,0.13,1,0,1,1,1,
1304,21455,2.26,-0.68,10.5,-0.09,-0.09,0.11,33.28,0.00095,0.0011,0.0005,0.00015,0.00025,0.0004,0.038226038,0.048048422,0.96197008,0.168226038,1,1,1,1,1,
1305,21659,2.12,-0.41,10.53,-0.1,0,-0.01,33.29,0.0007,0.00135,0.00015,0.00005,0.00045,0.0006,0.067727282,0.012858489,0.949111591,0.100498756,1,1,1,1,1,
1306,21863,2.17,-0.49,10.53,-0.11,-0.02,0,33.29,0.00025,0.0004,0,0.00005,0.0001,0.00005,0.011304643,0.013318432,0.962430023,0.111803399,1,0,1,1,1,
1307,22067,2.08,-0.42,10.57,-0.08,0.02,-0.02,33.29,0.00045,0.00035,0.0002,0.00015,0.0002,0.0001,0.026950585,0.018465116,0.980895139,0.084852814,1,0,1,1,1,
1308,22271,2.21,-0.28,10.55,-0.09,0,-0.04,33.29,0.00065,0.0007,1E-04,0.00005,0.0001,0.0001,0.013635764,0.001729773,0.982624912,0.098488578,1,0,1,1,1,
1309,22475,2.15,-0.36,10.57,-0.08,0.03,-0.01,33.3,0.0003,0.0004,1E-04,0.00005,0.00015,0.00015,0.012465325,0.009826153,0.992451065,0.086023253,1,0,1,1,1,
1310,22679,2.11,-0.57,10.52,-0.11,0.01,-0.01,33.3,0.0002,0.00105,0.00025,0.00015,0.0001,0,0.024882112,0.047805887,0.944645178,0.110905365,1,0,1,1,1,
1311,22883,2.1,-0.38,10.57,-0.08,0,0.04,33.3,5E-05,0.00095,0.00025,0.00015,0.00005,0.00025,0.021462646,0.038642818,0.983287996,0.089442719,1,0,1,1,1,
1312,23087,2.16,-0.48,10.57,-0.1,0,0.02,33.29,0.0003,0.0005,0,0.0001,0,0.0001,0.012537671,0.015827709,0.999115705,0.10198039,1,0,1,1,1,
1313,23291,2.14,-0.45,10.52,-0.09,-0.01,0.05,33.29,0.0001,0.00015,0.00025,0.00005,0.00005,0.00015,0.001460414,0.054233202,0.944882503,0.103440804,0,0,1,1,1,
1314,23495,2.17,-0.58,10.53,-0.1,-0.02,0.02,33.29,0.00015,0.00065,5E-05,0.00005,0.00005,0.00015,0.000482244,0.022020487,0.96690299,0.103923048,1,0,1,1,1,
1315,23699,2.18,-0.46,10.55,-0.08,-0.01,-0.01,33.29,5E-05,0.0006,0.0001,0.0001,0.00005,0.00015,0.022682664,0.015791478,0.982694468,0.081240384,1,0,1,1,1,
1316,23903,2.19,-0.4,10.5,-0.09,-0.01,-0.01,33.3,5E-05,0.0003,0.00025,0.00005,0,0,0.009863952,0.049284013,0.933410455,0.091104336,0,0,1,1,1,
1317,24107,2.19,-0.38,10.54,-0.1,-0.02,-0.02,33.3,0,0.0001,0.0002,0.00005,0.00005,0.00005,0.012818713,0.038409261,0.971819716,0.103923048,0,0,1,1,1,
1318,24311,2.16,-0.38,10.54,-0.08,0.02,-0.03,33.31,0.00015,0,0,0.0001,0.0002,0.00005,0.016173405,0.006059176,0.96576054,0.087749644,0,0,1,1,1,
1319,24515,2.22,-0.45,10.47,-0.17,0,-0.04,33.31,0.0003,0.00035,0.00035,0.00045,0.0001,0.00005,0.086892848,0.05353388,0.912226659,0.174642492,1,1,1,1,1,
1320,24719,2.17,-0.43,10.52,-0.09,0.04,-0.05,33.31,0.00025,0.0001,0.00025,0.0004,0.0002,0.00005,0.064188882,0.03785241,0.950079069,0.11045361,0,1,1,1,1,
1321,24923,2.12,-0.49,10.54,-0.08,0.01,-0.02,33.31,0.00025,0.0003,1E-04,0.00005,0.00015,0.00015,0.027387372,0.012174412,0.962253481,0.083066239,0,0,1,1,1,
1322,25127,2.11,-0.54,10.55,-0.09,0.01,0,33.31,5E-05,0.00025,5E-05,0.00005,0,0.0001,0.007487613,0.0102207,0.972474182,0.090553851,0,0,1,1,1,
1323,25331,2.11,-0.5,10.59,-0.09,0,0.01,33.32,0,0.0002,0.0002,0,0.00005,0.00005,0,0.037252919,1.009727101,0.090553851,0,0,1,1,1,
1324,25535,2.11,-0.49,10.59,-0.1,-0.01,0.01,33.33,0,0.00005,0,0.00005,0.00005,0,0.010441198,0.000457931,1.00926917,0.100995049,0,0,1,1,1,
1325,25739,2.07,-0.52,10.53,-0.13,0.01,0.02,33.32,0.0002,0.00015,0.0003,0.00015,0.0001,0.00005,0.03091401,0.065145195,0.944123975,0.13190906,1,0,1,1,1,
1326,25943,2.13,-0.7,10.54,-0.09,-0.05,0.08,33.32,0.0003,0.0009,5E-05,0.0002,0.0003,0.0003,0.001525011,0.031705459,0.975829434,0.130384048,1,0,1,1,1,
1327,26147,2.13,-0.66,10.51,-0.09,0,-0.03,33.32,0,0.0002,0.00015,0,0.00025,0.00055,0.035515718,0.031872994,0.943956441,0.09486833,0,1,1,1,1,
1328,26351,2.15,-0.44,10.55,-0.1,-0.02,-0.02,33.32,0.0001,0.0011,0.0002,0.00005,0.0001,0.00005,0.009054719,0.031877634,0.975834074,0.103923048,1,0,1,1,1,
1329,26555,2.17,-0.41,10.54,-0.09,-0.01,-0.03,33.3,0.0001,0.00015,5E-05,0.00005,0.00005,0.00005,0.008529128,0.006962267,0.968871807,0.09539392,0,0,1,1,1,
1330,26759,2.18,-0.47,10.57,-0.08,-0.01,-0.03,33.31,5E-05,0.0003,0.00015,0.00005,0,0,0.009370667,0.033822301,1.002694108,0.086023253,0,0,1,1,1,
1331,26963,2.25,-0.4,10.53,-0.11,-0.01,-0.03,33.32,0.00035,0.00035,0.0002,0.00015,0,0,0.028431979,0.027565339,0.97512877,0.114455231,1,0,1,1,1,
1332,27167,2.19,-0.4,10.56,-0.1,0.04,-0.03,33.32,0.0003,0,0.00015,0.00005,0.00025,0,0.002651833,0.016984091,0.992112861,0.111803399,0,0,1,1,1,
1333,27371,2.16,-0.44,10.57,-0.08,0.02,-0.02,33.31,0.00015,0.0002,5E-05,0.0001,0.0001,0.00005,0.026950585,0.005298866,0.997411727,0.084852814,0,0,1,1,1,
1334,27575,2.15,-0.51,10.58,-0.08,-0.01,0.02,33.31,5E-05,0.00035,5E-05,0,0.00015,0.0002,0.001786575,0.010872133,1.00828386,0.083066239,1,0,1,1,1,
1335,27779,2.17,-0.45,10.52,-0.1,-0.02,0.01,33.32,0.0001,0.0003,0.0003,0.0001,0.00005,0.00005,0.019403269,0.057386223,0.950897637,0.102469508,1,0,1,1,1,
1336,27983,2.18,-0.46,10.52,-0.11,-0.01,0.01,33.32,5E-05,0.00005,0,0.00005,0.00005,0,0.008435857,0.002446029,0.953343666,0.110905365,0,0,1,1,1,
1337,28187,2.28,-0.69,10.54,-0.1,-0.02,0.07,33.32,0.0005,0.00115,1E-04,0.00005,0.00005,0.0003,0.012787804,0.05249272,1.005836386,0.123693169,1,0,1,1,1,
1338,28391,2.29,-0.46,10.47,-0.06,-0.01,0,33.32,5E-05,0.00115,0.00035,0.0002,0.00005,0.00035,0.062865543,0.078460192,0.927376194,0.060827625,1,1,1,1,1,
1339,28595,2.14,-0.14,10.57,-0.09,0,-0.04,33.32,0.00075,0.0016,0.0005,0.00015,0.00005,0.0002,0.037660953,0.057988891,0.985365084,0.098488578,1,0,1,1,1,
1340,799,2.23,-0.38,10.59,-0.1,-0.01,-0.05,33.31,0.00045,0.0012,1E-04,0.00005,0.00005,0.00005,0.013761144,0.043549912,1.028914996,0.112249722,1,0,1,1,1,
1341,29003,2.15,-0.28,10.55,-0.11,0.01,-0.03,33.33,0.0004,0.0005,0.0002,0.00005,0.0001,0.0001,0.00220551,0.058427542,0.970487454,0.114455231,1,0,1,1,1,
1342,29207,2.18,-0.41,10.54,-0.09,0.03,-0.02,33.31,0.00015,0.00065,5E-05,0.0001,0.0001,0.00005,0.017501634,0.000403874,0.970891328,0.096953597,1,0,1,1,1,
1343,29411,2.27,-0.84,10.54,-0.07,-0.03,0.04,33.31,0.00045,0.00215,0,0.0001,0.0003,0.0003,0.010930344,0.043455624,1.014346952,0.086023253,1,0,1,1,1,
1344,29615,2.2,-0.38,10.57,-0.1,-0.02,-0.01,33.31,0.00035,0.0023,0.00015,0.00015,0.00005,0.00025,0.016446255,0.011139095,1.003207857,0.102469508,1,0,1,1,1,
1345,29819,2.25,-0.54,10.51,-0.12,0,0.03,33.32,0.00025,0.0008,0.0003,0.0001,0.0001,0.0002,0.021223661,0.041507248,0.961700609,0.123693169,1,0,1,1,1,
1346,30023,2.29,-0.69,10.51,-0.09,0,0.06,33.32,0.0002,0.00075,0,0.00015,0,0.00015,0.015526631,0.016995973,0.978696582,0.108166538,1,0,1,1,1,
1347,30227,2.13,-0.54,10.53,-0.11,-0.03,-0.08,33.32,0.0008,0.00075,1E-04,0.0001,0.00015,0.0007,0.031117345,0.021866194,0.956830388,0.139283883,1,1,1,1,1,
1348,30431,2.17,-0.08,10.57,-0.1,0,-0.06,33.31,0.0002,0.0023,0.0002,0.00005,0.00015,0.0001,0.022664845,0.033915647,0.990746035,0.116619038,1,0,1,1,1,
1349,30635,2.25,-0.44,10.59,-0.08,-0.03,-0.03,33.32,0.0004,0.0018,1E-04,0.0001,0.00015,0.00015,0.026065187,0.044575833,1.035321869,0.090553851,1,0,1,1,1,
1350,30839,2.26,-0.4,10.52,-0.1,-0.01,-0.02,33.32,5E-05,0.0002,0.00035,0.0001,0.0001,0.00005,0.011915656,0.067870917,0.967450952,0.102469508,1,0,1,0,1,
1351,31043,2.23,-0.22,10.56,-0.1,0.03,-0.02,33.32,0.00015,0.0009,0.0002,0,0.0002,0,0.00383195,0.027682211,0.995133163,0.106301458,1,0,1,0,1,
1352,31247,2.21,-0.25,10.53,-0.13,0.04,0.01,33.32,0.0001,0.00015,0.00015,0.00015,0.00005,0.00015,0.030080359,0.032814639,0.962318523,0.136381817,0,0,1,0,1,
1353,31451,2.19,-0.72,10.54,-0.07,0,0.02,33.32,0.0001,0.00235,5E-05,0.0003,0.0002,0.00005,0.063580718,0.026847339,0.989165862,0.072801099,1,0,1,0,1,
1354,31655,2.23,-0.56,10.55,-0.09,-0.02,-0.01,33.33,0.0002,0.0008,5E-05,0.0001,0.0001,0.00015,0.019935086,0.008472769,0.997638631,0.092736185,1,0,1,0,1,
1355,31859,2.18,-0.45,10.59,-0.12,0,0.01,33.32,0.00025,0.00055,0.0002,0.00015,0.0001,0.0001,0.027679761,0.023775325,1.021413956,0.120415946,1,0,1,0,1,
1356,32063,2.23,-0.57,10.52,-0.1,0,0.05,33.33,0.00025,0.0006,0.00035,0.0001,0,0.0002,0.008612547,0.052560721,0.968853235,0.111803399,1,0,1,0,1,
1357,32267,2.2,-0.77,10.51,-0.09,0,0.02,33.32,0.00015,0.001,5E-05,0.00005,0,0.00015,0.019607954,0.003492117,0.965361118,0.092195445,1,0,1,0,1,
1358,32471,2.17,-0.39,10.51,-0.11,-0.01,-0.06,33.32,0.00015,0.0019,0,0.0001,0.00005,0.0004,0.033502606,0.026594895,0.938766223,0.125698051,1,1,1,0,1,
1359,32675,2.23,-0.4,10.53,-0.1,-0.02,-0.01,33.33,0.0003,0.00005,1E-04,0.00005,0.00005,0.00025,0.023228543,0.032204021,0.970970244,0.102469508,0,0,1,0,1,
1360,32879,2.26,-0.5,10.51,-0.07,-0.01,-0.03,33.34,0.00015,0.0005,1E-04,0.00015,0.00005,0.0001,0.02565805,0.009107023,0.961863222,0.076811457,1,0,1,0,1,
1361,33083,2.33,-0.42,10.55,-0.09,-0.03,-0.03,33.33,0.00035,0.0004,0.0002,0.0001,0.0001,0,0.022687286,0.050527818,1.01239104,0.099498744,1,0,1,0,1,
1362,33287,2.28,-0.27,10.53,-0.08,0.08,-0.03,33.32,0.00025,0.00075,0.0001,0.00005,0.00055,0,0.017548255,0.034998034,0.977393006,0.117046999,1,1,1,0,1,
1363,33491,2.19,-0.41,10.54,-0.1,0.03,-0.02,33.32,0.00045,0.0007,5E-05,0.0001,0.00025,0.00005,0.010745541,0.004473253,0.972919753,0.106301458,1,0,1,0,1,
1364,33695,2.35,-0.79,10.47,-0.1,0,0.07,33.34,0.0008,0.0019,0.00035,0,0.00015,0.00045,0.015764098,0.013389094,0.959530659,0.122065556,1,1,1,0,1,
1365,33899,2.39,-0.66,10.4,-0.09,-0.04,0.3,33.32,0.0002,0.00065,0.00035,0.00005,0.0002,0.00115,0.193687512,0.068052744,0.891477915,0.315753068,1,1,1,0,1,
1366,34103,2.35,-0.79,10.51,-0.16,0.04,-0.15,33.32,0.0002,0.00065,0.00055,0.00035,0.0004,0.00225,0.0928181,0.106980309,0.998458223,0.222934968,1,1,1,0,1,
1367,34307,2.2,-0.69,10.6,-0.14,0.04,-0.15,33.33,0.00075,0.0005,0.00045,0.0001,0,0,0.013889518,0.049403317,1.04786154,0.20904545,1,0,1,0,1,
1368,34511,1.76,-0.48,10.55,-0.09,0,-0.19,33.33,0.0022,0.00105,0.00025,0.00025,0.0002,0.0002,0.001192511,0.141298133,0.906563408,0.21023796,1,0,1,0,1,
1369,34715,1.95,-0.52,10.66,-0.16,-0.02,-0.32,33.34,0.00095,0.0002,0.00055,0.00035,0.0001,0.00065,0.148091497,0.142791412,1.04935482,0.358329457,1,1,1,0,1,
1370,34919,1.94,-0.56,10.4,-0.13,0.03,-0.14,33.33,0.00005,0.0002,0.0013,0.00015,0.00025,0.0009,0.164938661,0.255148856,0.794205964,0.193390796,1,1,1,0,1,
1371,35123,2.25,-0.32,10.33,-0.11,-0.07,0.07,33.35,0.00155,0.0012,0.00035,0.0001,0.0005,0.00105,0.04540431,0.017164789,0.777041174,0.147986486,1,1,1,0,1,
1372,35327,2.29,-0.62,10.46,-0.12,0.09,0.09,33.34,0.0002,0.0015,0.00065,0.00005,0.0008,0.0001,0.026942071,0.14863363,0.925674804,0.174928557,1,1,1,0,1,
1373,35531,2.08,-0.73,10.56,-0.1,0.04,0,33.34,0.00105,0.00055,0.0005,0.0001,0.00025,0.00045,0.067225261,0.061952368,0.987627172,0.107703296,1,1,1,0,1,
1374,35735,1.88,-0.67,10.56,-0.11,0.05,-0.01,33.33,0.001,0.0003,0,0.00005,0.00005,0.00005,0.01354026,0.040678768,0.946948404,0.121243557,1,0,1,0,1,
1375,35939,1.85,-0.6,10.61,-0.06,0.04,0.01,33.33,0.00015,0.00035,0.00025,0.00025,0.00005,0.0001,0.048442458,0.039830541,0.986778945,0.072801099,1,0,1,0,1,
1376,36143,1.58,-0.71,10.69,-0.1,0.01,0.09,33.34,0.00135,0.00055,0.0004,0.0002,0.00015,0.0004,0.062106277,0.042653173,1.029432118,0.134907376,1,1,1,0,1,
1377,36347,1.4,-0.61,10.65,-0.08,0.03,0.09,33.34,0.0009,0.0005,0.0002,0.0001,0.0001,0,0.010810639,0.070500944,0.958931174,0.124096736,1,0,1,1,1,
1378,36551,1.71,-0.61,10.58,0.04,-0.08,0.37,33.34,0.00155,0,0.00035,0.0006,0.00055,0.0014,0.25656059,0.024286326,0.934644847,0.380657326,1,1,1,1,1,
1379,36755,1.57,-0.45,10.64,-0.02,-0.01,0.17,33.32,0.0007,0.0008,0.0003,0.0003,0.00035,0.001,0.209193044,0.029973121,0.964617968,0.171464282,1,1,1,1,1,
1380,36959,1.56,-0.06,10.72,-0.03,-0.03,0.01,33.34,0.00005,0.00195,0.0004,0.00005,0.0001,0.0008,0.127875293,0.068461003,1.033078971,0.043588989,1,1,1,1,1,
1381,37163,1.73,-0.12,10.74,0.02,-0.05,0.16,33.33,0.00085,0.0003,1E-04,0.00025,0.0001,0.00075,0.125230441,0.046024852,1.079103823,0.16881943,1,1,1,1,1,
1382,37367,3.24,-0.93,10.33,0.02,0,0.2,33.32,0.00755,0.00405,0.00205,0,0.00025,0.0002,0.032178082,0.013037378,1.066066446,0.200997512,1,0,1,1,1,
1383,37571,2.47,-0.38,10.52,0.05,-0.38,0.22,33.32,0.00385,0.00275,0.00095,0.00015,0.0019,0.0001,0.240930083,0.05331009,1.012756355,0.441927596,1,1,1,1,1,
1384,37775,2.63,-0.15,10.46,-0.11,0.01,-0.2,33.32,0.0008,0.00115,0.0003,0.0008,0.00195,0.0021,0.213454403,0.026144283,0.986612072,0.228473193,1,1,1,1,1,
1385,37979,2.42,0.08,10.55,-0.15,-0.03,-0.16,33.32,0.00105,0.00115,0.00045,0.0002,0.0002,0.0002,0.007113757,0.037680052,1.024292125,0.221359436,1,0,1,1,1,
1386,38183,2.62,-0.05,10.41,-0.13,0.03,0.01,33.33,0.001,0.00065,0.0007,0.0001,0.0003,0.00085,0.087568555,0.08953549,0.934756634,0.133790882,1,1,1,1,1,
1387,38387,2.26,-0.27,10.36,-0.17,0.02,-0.01,33.34,0.0018,0.0011,0.00025,0.0002,0.00005,0.0001,0.0376734,0.127678809,0.807077826,0.171464282,1,0,1,1,1,
1388,38591,2.42,0.15,10.84,-0.08,-0.24,0.11,33.33,0.0008,0.0021,0.0024,0.00045,0.0013,0.0006,0.104398002,0.500779754,1.307857579,0.275862284,1,1,1,1,1,
1389,38795,2.18,-0.16,10.59,-0.1,0.01,-0.01,33.34,0.0012,0.00155,0.00125,0.0001,0.00125,0.0006,0.174867235,0.294620321,1.013237258,0.100995049,1,1,1,1,1,
1390,38999,2.19,-0.16,10.54,-0.1,0,-0.01,33.33,5E-05,0,0.00025,0,0.00005,0,0.000496293,0.046933343,0.966303915,0.100498756,0,0,1,1,1,
1391,39203,2.19,-0.17,10.55,-0.1,0,-0.01,33.33,0,0.00005,5E-05,0,0,0,0,0.009943112,0.976247028,0.100498756,0,0,1,1,1,
1392,41039,2.18,-0.16,10.56,-0.1,0,-0.01,33.33,5E-05,0.00005,5E-05,0,0,0,0,0.00761128,0.983858308,0.100498756,0,0,1,1,1,
1393,41243,2.18,-0.16,10.56,-0.1,0,-0.01,33.34,0,0,0,0,0,0,0,0,0.983858308,0.100498756,0,0,1,1,1,
1394,41447,2.18,-0.17,10.56,-0.1,0,-0.01,33.33,0,0.00005,0,0,0,0,0,0.000153005,0.984011313,0.100498756,0,0,1,1,1,
1395,41651,2.18,-0.16,10.55,-0.1,0,-0.01,33.35,0,0.00005,5E-05,0,0,0,0,0.009945228,0.974066085,0.100498756,0,0,1,1,1,
1396,41855,2.18,-0.17,10.55,-0.1,0,-0.01,33.34,0,0.00005,0,0,0,0,0,0.000153144,0.974219229,0.100498756,0,0,1,1,1,
1397,42059,2.18,-0.17,10.56,-0.1,0,-0.01,33.33,0,0,5E-05,0,0,0,0,0.009792084,0.984011313,0.100498756,0,0,1,1,1,
1398,42263,2.18,-0.17,10.55,-0.1,0,-0.01,33.32,0,0,5E-05,0,0,0,0,0.009792084,0.974219229,0.100498756,0,0,1,1,1,
1399,42467,2.18,-0.17,10.55,-0.1,0,-0.01,33.34,0,0,0,0,0,0,0,0,0.974219229,0.100498756,0,0,1,1,1,
1400,42671,2.16,-0.16,10.57,-0.1,0,-0.01,33.32,0.0001,0.00005,1E-04,0,0,0,0,0.015410051,0.98962928,0.100498756,0,0,1,1,1,
1401,42875,2.18,-0.17,10.57,-0.1,0,-0.01,33.33,0.0001,0.00005,0,0,0,0,0,0.004174498,0.993803778,0.100498756,0,0,1,1,1,
1402,43079,2.18,-0.16,10.55,-0.1,0,-0.01,33.33,0,0.00005,1E-04,0,0,0,0,0.019737693,0.974066085,0.100498756,0,0,1,1,1,
1403,43283,2.18,-0.16,10.56,-0.1,0,-0.01,33.33,0,0,5E-05,0,0,0,0,0.009792223,0.983858308,0.100498756,0,0,1,1,1,
1404,43487,2.18,-0.17,10.55,-0.1,0,-0.01,33.33,0,0.00005,5E-05,0,0,0,0,0.009639078,0.974219229,0.100498756,0,0,1,1,1,
1405,43691,2.17,-0.17,10.55,-0.1,0,-0.01,33.32,5E-05,0,0,0,0,0,0,0.002018897,0.972200332,0.100498756,0,0,1,1,1,
1406,43895,2.18,-0.17,10.56,-0.1,0,-0.01,33.32,5E-05,0,5E-05,0,0,0,0,0.011810981,0.984011313,0.100498756,0,0,1,1,1,
1407,44099,2.18,-0.17,10.56,-0.1,0,-0.01,33.33,0,0,0,0,0,0,0,0,0.984011313,0.100498756,0,0,1,1,1,
1408,44303,2.18,-0.17,10.55,-0.1,0,-0.01,33.34,0,0,5E-05,0,0,0,0,0.009792084,0.974219229,0.100498756,0,0,1,1,1,
1409,44507,2.18,-0.17,10.54,-0.1,0,-0.01,33.34,0,0,5E-05,0,0,0,0,0.009791702,0.964427528,0.100498756,0,0,1,1,1,
1410,44711,2.17,-0.17,10.55,-0.1,0,-0.01,33.34,5E-05,0,5E-05,0,0,0,0,0.007772805,0.972200332,0.100498756,0,0,1,1,1,
1411,44915,2.17,-0.17,10.56,-0.1,0,-0.01,33.34,0,0,5E-05,0,0,0,0,0.009793917,0.98199425,0.100498756,0,0,1,1,1,
1412,45119,2.17,-0.16,10.56,-0.1,0,-0.01,33.34,0,0.00005,0,0,0,0,0,0.000153034,0.981841216,0.100498756,0,0,1,1,1,
1413,45323,2.18,-0.17,10.56,-0.1,0,-0.01,33.33,5E-05,0.00005,0,0,0,0,0,0.002170097,0.984011313,0.100498756,0,0,1,1,1,
1414,45527,2.18,-0.17,10.56,-0.1,0,-0.01,33.34,0,0,0,0,0,0,0,0,0.984011313,0.100498756,0,0,1,1,1,
1415,45731,2.18,-0.16,10.55,-0.1,0,-0.01,33.34,0,0.00005,5E-05,0,0,0,0,0.009945228,0.974066085,0.100498756,0,0,1,1,1,
1416,45935,2.18,-0.16,10.55,-0.1,0,-0.01,33.34,0,0,0,0,0,0,0,0,0.974066085,0.100498756,0,0,1,1,1,
1417,46139,2.19,-0.16,10.56,-0.1,0,-0.01,33.34,5E-05,0,5E-05,0,0,0,0,0.011818209,0.985884294,0.100498756,0,0,1,1,1,
1418,46343,2.19,-0.16,10.31,-0.09,0,-0.01,33.33,0,0,0.00125,0.00005,0,0,0.009944905,0.244641483,0.741242811,0.090553851,1,0,1,1,1,
1419,46547,2.22,-0.26,11.13,-0.21,-0.05,0.17,33.34,0.00015,0.0005,0.0041,0.0006,0.00025,0.0009,0.184218782,0.810977236,1.552220047,0.274772633,1,1,1,1,1,
1420,46751,3.02,-0.94,10.06,0.05,-1.15,1.03,33.33,0.004,0.0034,0.00535,0.0013,0.0055,0.0043,1.269863246,0.806718637,0.745501411,1.544635879,1,1,1,1,1,
1421,46955,3.63,0.08,10.21,-0.07,0.32,0,33.34,0.00305,0.0051,0.00075,0.0006,0.00735,0.00515,1.217069092,0.290890978,1.036392389,0.327566787,1,1,1,1,1,
1422,47159,2.83,-0.31,10.25,-0.03,0.06,0.27,33.34,0.004,0.00195,0.0002,0.0002,0.0013,0.00135,0.049358232,0.198370956,0.838021433,0.278208555,1,1,1,1,1,
1423,47363,2.72,-0.73,10.65,0.03,0.2,0.18,33.35,0.00055,0.0021,0.002,0.0003,0.0007,0.00045,0.007468827,0.378048647,1.21607008,0.270739727,1,1,1,1,1,
1424,47567,2.5,-0.71,10.55,-0.06,-0.01,0.02,33.33,0.0011,0.0001,0.0005,0.00045,0.00105,0.0008,0.206708485,0.150684675,1.065385405,0.064031242,1,1,1,1,1,
1425,47771,2.43,-0.89,10.38,-0.11,0.02,-0.04,33.34,0.00035,0.0009,0.00085,0.00025,0.00015,0.0003,0.054712178,0.167656674,0.897728731,0.118743421,1,0,1,1,1,
1426,47975,2.53,-0.56,10.49,-0.11,-0.02,-0.04,33.34,0.0005,0.00165,0.00055,0,0.0002,0,0,0.107575522,1.005304253,0.118743421,1,0,1,1,1,
1427,48179,2.55,0.13,10.53,-0.09,-0.01,-0.07,33.34,0.0001,0.00345,0.0002,0.0001,0.00005,0.00015,0.004288189,0.029837647,1.0351419,0.114455231,1,0,1,1,1,
1428,48383,2.43,0.08,10.63,-0.06,0.03,0.1,33.34,0.0006,0.00025,0.0005,0.00015,0.0002,0.00085,0.005960714,0.069361756,1.104503657,0.120415946,1,1,1,1,1,
1429,48587,2.39,-0.44,10.5,-0.08,0,0.03,33.34,0.0002,0.0026,0.00065,0.0001,0.00015,0.00035,0.034975908,0.126948275,0.977555381,0.085440037,1,1,1,1,1,
1430,48791,2.41,-0.23,10.51,-0.09,0.04,-0.11,33.34,0.0001,0.00105,5E-05,0.00005,0.0002,0.0007,0.062208193,0.007670625,0.985226006,0.147648231,1,1,1,1,1,
1431,48995,2.51,-0.9,10.47,-0.07,0,0.04,33.35,0.0005,0.00335,0.0002,0.0001,0.0002,0.00075,0.067025653,0.018986136,1.004212142,0.080622577,1,1,1,1,1,
1432,49199,2.39,-0.51,10.49,-0.12,-0.03,-0.01,33.34,0.0006,0.00195,1E-04,0.00025,0.00015,0.00025,0.043474159,0.033311529,0.970900612,0.124096736,1,0,1,1,1,
1433,49403,2.4,-0.52,10.46,-0.11,0,0,33.35,5E-05,0.00005,0.00015,0.00005,0.00015,0.00005,0.014096736,0.026506725,0.944393887,0.11,0,0,1,1,1,
1434,49607,2.43,-0.52,10.52,-0.12,-0.02,0.02,33.34,0.00015,0,0.0003,0.00005,0.0001,0.0001,0.01328828,0.065125066,1.009518953,0.12328828,0,0,1,1,1,
1435,49811,2.44,-0.32,10.49,-0.13,0,-0.04,33.35,5E-05,0.001,0.00015,0.00005,0.0001,0.0003,0.012726425,0.034728932,0.974790021,0.136014705,1,0,1,1,1,
1436,50015,2.42,-0.49,10.43,-0.07,0.03,-0.01,33.35,0.0001,0.00085,0.0003,0.0003,0.00015,0.00015,0.059203248,0.056515906,0.918274115,0.076811457,1,0,1,1,1,
1437,50219,2.4,-0.39,10.49,-0.07,-0.01,-0.02,33.34,0.0001,0.0005,0.0003,0,0.0002,0.00005,0.003326765,0.049836212,0.968110326,0.073484692,1,0,1,1,1,
1438,50423,2.38,-0.3,10.51,-0.1,0.01,-0.01,33.36,0.0001,0.00045,1E-04,0.00015,0.0001,0.00005,0.027510357,0.012172601,0.980282928,0.100995049,1,0,1,1,1,
1439,50627,2.41,-0.63,10.49,-0.06,0.02,0.02,33.34,0.00015,0.00165,1E-04,0.0002,0.00005,0.00015,0.034662554,0.001419164,0.981702092,0.066332496,1,0,1,1,1,
1440,50831,2.39,-0.62,10.57,-0.08,-0.02,0,33.34,0.0001,0.00005,0.0004,0.0001,0.0002,0.0001,0.016129617,0.072854555,1.054556647,0.082462113,1,0,1,1,1,
1441,51035,2.41,-0.62,10.47,-0.14,0,0.01,33.34,0.0001,0,0.0005,0.0003,0.0001,0.00005,0.057894576,0.092893207,0.96166344,0.140356688,1,0,1,1,1,
1442,51239,2.37,-0.59,10.48,-0.12,-0.01,-0.02,33.33,0.0002,0.00015,5E-05,0.0001,0.00005,0.00015,0.018291132,0.000836334,0.960827106,0.122065556,0,0,1,0,1,
1443,51443,2.43,-0.4,10.48,-0.1,-0.01,-0.01,33.33,0.0003,0.00095,0,0.0001,0,0.00005,0.021070507,0.004640836,0.965467942,0.100995049,1,0,1,0,1,
1444,51647,2.46,-0.45,10.41,-0.09,0.01,-0.03,33.34,0.00015,0.00025,0.00035,0.00005,0.0001,0.0001,0.005601129,0.059292154,0.906175788,0.09539392,1,0,1,0,1,
