Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Magnitude_Accel,Magnitude_Gyro,Diff_Mag_Gyro,Diff_Mag_Accel,Is_High_Accel,Is_High_Accel_2,Is_High_Accel_3
0.0008,0.00115,0.0003,0.986612072,0.228473193,0.213454403,0.026144283,1,1,1
0.00105,0.00115,0.00045,1.024292125,0.221359436,0.007113757,0.037680052,1,1,1
0.001,0.00065,0.0007,0.934756634,0.133790882,0.087568555,0.08953549,1,0,1
0.0018,0.0011,0.00025,0.807077826,0.171464282,0.0376734,0.127678809,1,0,1
0.0008,0.0021,0.0024,1.307857579,0.275862284,0.104398002,0.500779754,1,1,1
0.0012,0.00155,0.00125,1.013237258,0.100995049,0.174867235,0.294620321,1,1,1
5e-05,0.0,0.00025,0.966303915,0.100498756,0.000496293,0.046933343,0,1,1
0.0,5e-05,5e-05,0.976247028,0.100498756,0.0,0.009943112,0,1,0
5e-05,5e-05,5e-05,0.983858308,0.100498756,0.0,0.00761128,0,1,0
0.0,0.0,0.0,0.983858308,0.100498756,0.0,0.0,0,1,0
0.0,5e-05,0.0,0.984011313,0.100498756,0.0,0.000153005,0,1,0
0.0,5e-05,5e-05,0.974066085,0.100498756,0.0,0.009945228,0,1,0
0.0,5e-05,0.0,0.974219229,0.100498756,0.0,0.000153144,0,1,0
0.0,0.0,5e-05,0.984011313,0.100498756,0.0,0.009792084,0,1,0
0.0,0.0,5e-05,0.974219229,0.100498756,0.0,0.009792084,0,1,0
0.0,0.0,0.0,0.974219229,0.100498756,0.0,0.0,0,1,0
0.0001,5e-05,0.0001,0.98962928,0.100498756,0.0,0.015410051,0,1,0
0.0001,5e-05,0.0,0.993803778,0.100498756,0.0,0.004174498,0,1,0
0.0,5e-05,0.0001,0.974066085,0.100498756,0.0,0.019737693,0,1,0
0.0,0.0,5e-05,0.983858308,0.100498756,0.0,0.009792223,0,1,0
0.0,5e-05,5e-05,0.974219229,0.100498756,0.0,0.009639078,0,1,0
5e-05,0.0,0.0,0.972200332,0.100498756,0.0,0.002018897,0,1,0
5e-05,0.0,5e-05,0.984011313,0.100498756,0.0,0.011810981,0,1,0
0.0,0.0,0.0,0.984011313,0.100498756,0.0,0.0,0,1,0
0.0,0.0,5e-05,0.974219229,0.100498756,0.0,0.009792084,0,1,0
0.0,0.0,5e-05,0.964427528,0.100498756,0.0,0.009791702,0,1,0
5e-05,0.0,5e-05,0.972200332,0.100498756,0.0,0.007772805,0,1,0
0.0,0.0,5e-05,0.98199425,0.100498756,0.0,0.009793917,0,1,0
0.0,5e-05,0.0,0.981841216,0.100498756,0.0,0.000153034,0,1,0
5e-05,5e-05,0.0,0.984011313,0.100498756,0.0,0.002170097,0,1,0
0.0,0.0,0.0,0.984011313,0.100498756,0.0,0.0,0,1,0
